Year,agencyName,service,Activity,dollars
2015,Public Works,Wastewater Management,Wastewater Facilities Administration,1105506
2015,Public Works,Wastewater Management,Wastewater Pumping Stations,3830526
2015,Public Works,Wastewater Management,Wastewater Pumping Stations Maintenance,1380107
2015,Public Works,Surface Water Management,Maintenance & Repair of Stormwater Systems,4681791
2015,Public Works,Surface Water Management,Waterway Maintenance,494196
2015,Public Works,Surface Water Management,Water Quality Monitoring and Inspections,1536007
2015,Public Works,Surface Water Management,Watershed Liaison,109945
2015,Public Works,Surface Water Management,Surface Water Engineering,1179159
2015,Public Works,Surface Water Management,Administration,716070
2015,Public Works,Surface Water Management,Flood Warning,3675
2015,Public Works,Surface Water Management,Debt Service,458016
2015,Public Works,Surface Water Management,Plans Review,532160
2015,Public Works,Surface Water Management,Environmental Affairs section,0
2015,Public Works,Surface Water Management,Transfers,642331
2015,Public Works,Surface Water Management,Preventive Maintenance,0
2015,Public Works,Surface Water Management,Maintenance Information,0
2015,Public Works,Surface Water Management,Planning and Analysis,0
2015,Public Works,Surface Water Management,Workers Compensation Expenses,129048
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Wastewater Engineering,2522218
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Wastewater Facilities Engineering,824342
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Wastewater Facilities Inspection,849173
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Wastewater Utility Inspection,940290
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Water Engineering,471597
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Water Facilities Engineering,185270
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Water Facilities Inspection,1592455
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Water Utility Inspection,593979
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Utility Debt Service ‐ Wastewater,66707516
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Utility Debt Service ‐ Water,47821918
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Wastewater Analyzers,679338
2015,Public Works,Engineering and Construction Management  Water and Wastewater,GIS Lab,289505
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Preventive Maintenance,389920
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Maintenance Information,202332
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Planning and Analysis,182961
2015,Public Works,Engineering and Construction Management  Water and Wastewater,Water Analyzer Office,511156
2015,Public Works,Administration  DPW,Administration,1561026
2015,Public Works,Administration  DPW,Human Resources,1294646
2015,Public Works,Administration  DPW,Fiscal Administration,367948
2015,Public Works,Administration  DPW,Computer Services,1270943
2015,Public Works,Administration  DPW,Boards & Commissions,313305
2015,Public Works,Administration  DPW,Contract Administration,327646
2015,Public Works,Administration  DPW,Legislative Affairs,277256
2015,Public Works,Administration  DPW,Communications and Community Affairs,860203
2015,Public Works,Administration  DPW,"Safety, Training, Emergency Mgmt and Security (STEMS)",1148438
2015,Public Works,Administration  DPW,Office of Strategy And Performance (OSAP),0
2015,Public Works,Administration  DPW,Office of Legal and Regulatory Affairs,0
2015,Public Works,Administration  DPW,Workers Compensation Expenses,6898
2015,Public Works,Public and Private Energy Performance,Business Development and Planning,271766
2015,Public Works,Public and Private Energy Performance,Administration,1562647
2015,Public Works,Public and Private Energy Performance,Exelon Co‐generation,79397
2015,Public Works,Public and Private Energy Performance,Exelon Retrofit Loans,2802164
2015,Public Works,Public and Private Energy Performance,Transfers,62689
2015,Recreation and Parks,Administration  Rec and Parks,Director's Office,688817
2015,Recreation and Parks,Administration  Rec and Parks,Engineering Services,698566
2015,Recreation and Parks,Administration  Rec and Parks,Information Technology,421091
2015,Recreation and Parks,Administration  Rec and Parks,Fiscal Services,702107
2015,Recreation and Parks,Administration  Rec and Parks,Personnel Services,446916
2015,Recreation and Parks,Administration  Rec and Parks,Office of Development & Media Services,342700
2015,Recreation and Parks,Administration  Rec and Parks,Administration Building,450246
2015,Recreation and Parks,Administration  Rec and Parks,Office of Partnerships,91454
2015,Recreation and Parks,Administration  Rec and Parks,Security Risk and Fleet Management,15991
2015,Recreation and Parks,Administration  Rec and Parks,Workers Compensation Expenses,600932
2015,Recreation and Parks,Aquatics,Aquatics Administration,1764639
2015,Recreation and Parks,Aquatics,Park Pools,539948
2015,Recreation and Parks,Aquatics,Indoor Pools,516696
2015,Recreation and Parks,Aquatics,Municipal Walk‐to Pools,311732
2015,Recreation and Parks,Park Maintenance,Parks Administration,608967
2015,Recreation and Parks,Park Maintenance,Casino Support‐Carroll Park District Operations,0
2015,Recreation and Parks,Park Maintenance,Natural Resources Management,3341863
2015,Recreation and Parks,Park Maintenance,Carroll Park District,1527506
2015,Recreation and Parks,Park Maintenance,Clifton Park District,957226
2015,Recreation and Parks,Park Maintenance,Druid Hill Park District,1188453
2015,Recreation and Parks,Park Maintenance,Gwynns Falls District,1110499
2015,Recreation and Parks,Park Maintenance,Patterson Park District,1000497
2015,Recreation and Parks,Youth and Adult Sports,Recreation Administration,249306
2015,Recreation and Parks,Youth and Adult Sports,Division of Youth & Adult Sports,321333
2015,Recreation and Parks,Community Recreation Centers,Default Activity,0
2015,Recreation and Parks,Community Recreation Centers,Recreation Administration,892580
2015,Recreation and Parks,Community Recreation Centers,Casino Support‐Recreation Programming,0
2015,Recreation and Parks,Community Recreation Centers,Pimlico Impact Aid‐Recreation Programming,0
2015,Recreation and Parks,Community Recreation Centers,Recreation Centers,9261351
2015,Recreation and Parks,Community Recreation Centers,Recreation Field Support,174048
2015,Recreation and Parks,Community Recreation Centers,Cahill,0
2015,Recreation and Parks,Community Recreation Centers,Curtis Bay,0
2015,Recreation and Parks,Community Recreation Centers,DeWees,0
2015,Recreation and Parks,Community Recreation Centers,Edgewood/Lyndhurst,0
2015,Recreation and Parks,Community Recreation Centers,Greenmount,0
2015,Recreation and Parks,Community Recreation Centers,Herring Run,0
2015,Recreation and Parks,Community Recreation Centers,Locust Point,0
2015,Recreation and Parks,Community Recreation Centers,Madison Square,0
2015,Recreation and Parks,Community Recreation Centers,Medfield,0
2015,Recreation and Parks,Community Recreation Centers,Morrell Park,0
2015,Recreation and Parks,Community Recreation Centers,Oliver,0
2015,Recreation and Parks,Community Recreation Centers,Patapsco/Cherry Hill,0
2015,Recreation and Parks,Community Recreation Centers,Samuel F. B. Morse,0
2015,Recreation and Parks,Community Recreation Centers,Chick Webb,0
2015,Recreation and Parks,Community Recreation Centers,CC Jackson,0
2015,Recreation and Parks,Community Recreation Centers,Farring‐Baybrook Therapeutic,0
2015,Recreation and Parks,Community Recreation Centers,Clifton Park/Rita Church,0
2015,Recreation and Parks,Community Recreation Centers,Patterson Park,0
2015,Recreation and Parks,Community Recreation Centers,Roosevelt,0
2015,Recreation and Parks,Community Recreation Centers,Solo Gibbs,0
2015,Recreation and Parks,Community Recreation Centers,Bentalou,0
2015,Recreation and Parks,Community Recreation Centers,Carroll F. Cook,0
2015,Recreation and Parks,Community Recreation Centers,Ella Bailey,0
2015,Recreation and Parks,Community Recreation Centers,Fred B. Leidig,0
2015,Recreation and Parks,Community Recreation Centers,Ft. Worthington,0
2015,Recreation and Parks,Community Recreation Centers,Gardenville,0
2015,Recreation and Parks,Community Recreation Centers,James D. Gross,0
2015,Recreation and Parks,Community Recreation Centers,James McHenry,0
2015,Recreation and Parks,Community Recreation Centers,John E. Howard,0
2015,Recreation and Parks,Community Recreation Centers,Lakeland,0
2015,Recreation and Parks,Community Recreation Centers,NONE,0
2015,Recreation and Parks,Special Facilities Management  Recreation,Mount Pleasant Ice Rink,393280
2015,Recreation and Parks,Special Facilities Management  Recreation,Du Burns Arena,5959
2015,Recreation and Parks,Special Facilities Management  Recreation,North West Driving Range,27387
2015,Recreation and Parks,Special Facilities Management  Recreation,Mimi DiPietro Ice Rink,372613
2015,Recreation and Parks,Special Facilities Management  Recreation,Shake and Bake,4574
2015,Recreation and Parks,Special Facilities Management  Recreation,Middle Branch Water Resource Center,16625
2015,Recreation and Parks,Special Facilities Management  Recreation,William Myers Indoor Soccer Pavilion,146850
2015,Recreation and Parks,Special Facilities Management  Recreation,Carrie Murray Nature Center,286797
2015,Recreation and Parks,Horticulture,Cylburn,40696
2015,Recreation and Parks,Horticulture,Horticulture,1493760
2015,Recreation and Parks,Horticulture,City Farms,7366
2015,Recreation and Parks,Horticulture,Rawlings Conservatory,28966
2015,Recreation and Parks,Horticulture,Pimlico Impact Aid‐Northern Parkway Median,0
2015,Recreation and Parks,Recreation for Seniors,Recreation for Seniors,320364
2015,Recreation and Parks,Therapeutic Recreation,Therapeutic Recreation,324911
2015,Recreation and Parks,Park Programs  Events,Permits Administration,433624
2015,Recreation and Parks,Park Programs  Events,Park Rangers,113265
2015,Recreation and Parks,Park Programs  Events,Bureau of Music and Special Events,41374
2015,Recreation and Parks,Park Programs  Events,Recreation Centers & Playground,12098
2015,Recreation and Parks,Urban Forestry,Natural Resources Management,172732
2015,Recreation and Parks,Urban Forestry,Street Tree Planting and Maintenance,3151618
2015,Recreation and Parks,Urban Forestry,Casino Support‐Urban Forestry,0
2015,Sheriff,Courthouse Security,Security Division,4004749
2015,Sheriff,Deputy Sheriff Enforcement,Deputy Division,10721119
2015,Sheriff,Deputy Sheriff Enforcement,Workers' Compensation Expenses,463457
2015,Sheriff,Service of Protective and Peace Orders,Domestic Violence Unit,0
2015,Sheriff,District Court Sheriff Services,District Court Division,2448620
2015,Sheriff,Child Support Enforcement,Non Support Division,146333
2015,States Attorney,Prosecution of Criminals,Charging,1936965
2015,States Attorney,Prosecution of Criminals,Circuit Court,12621229
2015,States Attorney,Prosecution of Criminals,District Court,6032088
2015,States Attorney,Prosecution of Criminals,Family Violence,147262
